Date,Sales
11/06/2013,5
11/06/2013,2
11/06/2013,1
11/06/2013,25
11/06/2013,25
11/06/2013,25
11/06/2013,25
11/06/2013,5
11/06/2013,5
11/06/2013,238
11/06/2013,66
11/06/2013,198
12/06/2013,2
12/06/2013,1
12/06/2013,10
12/06/2013,10
12/06/2013,1
12/06/2013,1
12/06/2013,4
12/06/2013,3
12/06/2013,1
12/06/2013,1
12/06/2013,10
12/06/2013,5
12/06/2013,5
12/06/2013,1
12/06/2013,1
12/06/2013,5
12/06/2013,3
12/06/2013,10
12/06/2013,10
12/06/2013,10
12/06/2013,3
12/06/2013,10
12/06/2013,10
12/06/2013,10
12/06/2013,10
12/06/2013,10
12/06/2013,10
12/06/2013,3
12/06/2013,2
12/06/2013,1
12/06/2013,6
12/06/2013,10
12/06/2013,2
12/06/2013,1
12/06/2013,3
12/06/2013,1
12/06/2013,5
12/06/2013,5
12/06/2013,5
12/06/2013,5
12/06/2013,5
12/06/2013,1
12/06/2013,25
12/06/2013,25
12/06/2013,25
12/06/2013,6
12/06/2013,1
12/06/2013,25
12/06/2013,3
12/06/2013,20
12/06/2013,1
12/06/2013,8
12/06/2013,1
12/06/2013,1
12/06/2013,2
12/06/2013,2
12/06/2013,2
12/06/2013,1
12/06/2013,1
12/06/2013,5
12/06/2013,5
12/06/2013,1
12/06/2013,2
12/06/2013,25
12/06/2013,1
12/06/2013,6
12/06/2013,1
12/06/2013,25
12/06/2013,25
12/06/2013,25
12/06/2013,2
12/06/2013,4
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,1
12/06/2013,2
12/06/2013,5
12/06/2013,1
12/06/2013,5
12/06/2013,9
13/06/2013,39
13/06/2013,90
13/06/2013,15
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,500
13/06/2013,1
13/06/2013,2
13/06/2013,1
13/06/2013,1
13/06/2013,10
13/06/2013,16
13/06/2013,10
13/06/2013,10
13/06/2013,5
13/06/2013,1
13/06/2013,50
13/06/2013,200
13/06/2013,1
13/06/2013,2
13/06/2013,1
13/06/2013,1
13/06/2013,3
13/06/2013,30
13/06/2013,10
13/06/2013,3
13/06/2013,1
13/06/2013,1
13/06/2013,5
13/06/2013,1
13/06/2013,5
13/06/2013,-1
13/06/2013,1
13/06/2013,3
13/06/2013,4
13/06/2013,2
13/06/2013,25
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,2
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,1
13/06/2013,5
13/06/2013,1
13/06/2013,1
14/06/2013,10
14/06/2013,1
14/06/2013,3
14/06/2013,5
14/06/2013,2
14/06/2013,1
14/06/2013,7
14/06/2013,3
14/06/2013,3
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,2
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,5
14/06/2013,50
14/06/2013,10
14/06/2013,5
14/06/2013,10
14/06/2013,10
14/06/2013,10
14/06/2013,10
14/06/2013,1
14/06/2013,7
14/06/2013,10
14/06/2013,2
14/06/2013,3
14/06/2013,5
14/06/2013,5
14/06/2013,5
14/06/2013,25
14/06/2013,25
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,25
14/06/2013,25
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,1
14/06/2013,5
14/06/2013,1
14/06/2013,25
14/06/2013,20
14/06/2013,1
14/06/2013,2
14/06/2013,5
14/06/2013,5
14/06/2013,1
14/06/2013,2
14/06/2013,2
14/06/2013,1
14/06/2013,5
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,20
17/06/2013,1
17/06/2013,4
17/06/2013,8
17/06/2013,8
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,5
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,10
17/06/2013,5
17/06/2013,10
17/06/2013,50
17/06/2013,50
17/06/2013,5
17/06/2013,10
17/06/2013,10
17/06/2013,150
17/06/2013,20
17/06/2013,1
17/06/2013,25
17/06/2013,25
17/06/2013,15
17/06/2013,10
17/06/2013,15
17/06/2013,5
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,2
17/06/2013,25
17/06/2013,25
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,25
17/06/2013,-25
17/06/2013,2
17/06/2013,1
17/06/2013,25
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,1
17/06/2013,2
17/06/2013,2
17/06/2013,1
17/06/2013,3
17/06/2013,5
17/06/2013,300
18/06/2013,4
18/06/2013,4
18/06/2013,2
18/06/2013,2
18/06/2013,2
18/06/2013,80
18/06/2013,1
18/06/2013,8
18/06/2013,2
18/06/2013,3
18/06/2013,6
18/06/2013,1
18/06/2013,1
18/06/2013,25
18/06/2013,25
18/06/2013,25
18/06/2013,25
18/06/2013,88
18/06/2013,4
18/06/2013,1
18/06/2013,1
18/06/2013,25
18/06/2013,25
18/06/2013,2
18/06/2013,5
18/06/2013,50
18/06/2013,50
18/06/2013,100
18/06/2013,2
18/06/2013,8
18/06/2013,3
18/06/2013,1
18/06/2013,1
18/06/2013,1
18/06/2013,1
18/06/2013,50
18/06/2013,50
18/06/2013,25
18/06/2013,1
18/06/2013,1
18/06/2013,1
18/06/2013,1
18/06/2013,1
18/06/2013,2
18/06/2013,5
18/06/2013,5
18/06/2013,5
18/06/2013,5
18/06/2013,5
18/06/2013,1
18/06/2013,1
18/06/2013,25
18/06/2013,25
18/06/2013,1
18/06/2013,4
18/06/2013,5
19/06/2013,10
19/06/2013,3
19/06/2013,10
19/06/2013,125
19/06/2013,2
19/06/2013,25
19/06/2013,25
19/06/2013,6
19/06/2013,1
19/06/2013,1
19/06/2013,5
19/06/2013,50
19/06/2013,10
19/06/2013,50
19/06/2013,50
19/06/2013,2
19/06/2013,5
19/06/2013,5
19/06/2013,5
19/06/2013,10
19/06/2013,10
19/06/2013,1
19/06/2013,1
19/06/2013,3
19/06/2013,2
19/06/2013,1
19/06/2013,18
19/06/2013,2
19/06/2013,10
19/06/2013,25
19/06/2013,1
19/06/2013,5
19/06/2013,1
19/06/2013,2
19/06/2013,1
19/06/2013,4
19/06/2013,4
19/06/2013,25
19/06/2013,1
19/06/2013,1
19/06/2013,1
19/06/2013,50
19/06/2013,1
19/06/2013,2
19/06/2013,2
19/06/2013,2
19/06/2013,5
19/06/2013,5
19/06/2013,4
20/06/2013,4
20/06/2013,1
20/06/2013,1
20/06/2013,14
20/06/2013,25
20/06/2013,5
20/06/2013,4
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,3
20/06/2013,2
20/06/2013,1
20/06/2013,1
20/06/2013,50
20/06/2013,1
20/06/2013,10
20/06/2013,5
20/06/2013,2
20/06/2013,10
20/06/2013,10
20/06/2013,100
20/06/2013,25
20/06/2013,1
20/06/2013,1
20/06/2013,16
20/06/2013,8
20/06/2013,15
20/06/2013,-15
20/06/2013,2
20/06/2013,25
20/06/2013,25
20/06/2013,1
20/06/2013,2
20/06/2013,1
20/06/2013,1
20/06/2013,5
20/06/2013,25
20/06/2013,8
20/06/2013,1
20/06/2013,1
20/06/2013,3
20/06/2013,2
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,2
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,2
20/06/2013,1
20/06/2013,3
20/06/2013,25
20/06/2013,100
20/06/2013,50
20/06/2013,50
20/06/2013,50
20/06/2013,25
20/06/2013,25
20/06/2013,25
20/06/2013,25
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,5
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,1
20/06/2013,25
20/06/2013,10
20/06/2013,5
20/06/2013,50
21/06/2013,1
21/06/2013,1
21/06/2013,18
21/06/2013,1
21/06/2013,4
21/06/2013,1
21/06/2013,1
21/06/2013,20
21/06/2013,20
21/06/2013,1
21/06/2013,25
21/06/2013,25
21/06/2013,1
21/06/2013,2
21/06/2013,2
21/06/2013,1
21/06/2013,10
21/06/2013,4
21/06/2013,2
21/06/2013,1
21/06/2013,7
21/06/2013,1
21/06/2013,2
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,10
21/06/2013,2
21/06/2013,5
21/06/2013,5
21/06/2013,1
21/06/2013,1
21/06/2013,50
21/06/2013,50
21/06/2013,50
21/06/2013,20
21/06/2013,10
21/06/2013,20
21/06/2013,3
21/06/2013,5
21/06/2013,1
21/06/2013,9
21/06/2013,10
21/06/2013,10
21/06/2013,10
21/06/2013,1
21/06/2013,500
21/06/2013,15
21/06/2013,200
21/06/2013,1
21/06/2013,300
21/06/2013,15
21/06/2013,25
21/06/2013,25
21/06/2013,2
21/06/2013,10
21/06/2013,25
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,6
21/06/2013,6
21/06/2013,1
21/06/2013,10
21/06/2013,1
21/06/2013,1
21/06/2013,2
21/06/2013,1
21/06/2013,1
21/06/2013,0
21/06/2013,25
21/06/2013,3
21/06/2013,5
21/06/2013,2
21/06/2013,1
21/06/2013,1
21/06/2013,1
21/06/2013,50
21/06/2013,1
21/06/2013,1
21/06/2013,2
21/06/2013,20
24/06/2013,1
24/06/2013,1
24/06/2013,5
24/06/2013,25
24/06/2013,5
24/06/2013,3
24/06/2013,4
24/06/2013,1
24/06/2013,1
24/06/2013,1
24/06/2013,4
24/06/2013,2
24/06/2013,3
24/06/2013,50
24/06/2013,2
24/06/2013,5
24/06/2013,2
24/06/2013,1
24/06/2013,2
24/06/2013,132
24/06/2013,5
24/06/2013,14
24/06/2013,1
24/06/2013,2
24/06/2013,1
24/06/2013,25
24/06/2013,5
24/06/2013,2
24/06/2013,10
24/06/2013,15
24/06/2013,20
24/06/2013,3
24/06/2013,25
24/06/2013,1
24/06/2013,4
24/06/2013,1
24/06/2013,1
24/06/2013,9
24/06/2013,100
24/06/2013,6
24/06/2013,15
24/06/2013,25
24/06/2013,25
24/06/2013,1
24/06/2013,1
24/06/2013,1
24/06/2013,7
24/06/2013,1
24/06/2013,100
24/06/2013,1
24/06/2013,25
24/06/2013,1
24/06/2013,25
24/06/2013,2
24/06/2013,50
24/06/2013,3
24/06/2013,5
24/06/2013,1
24/06/2013,25
24/06/2013,1
24/06/2013,50
24/06/2013,10
24/06/2013,10
24/06/2013,5
24/06/2013,10
24/06/2013,1
24/06/2013,1
24/06/2013,1
24/06/2013,50
24/06/2013,2
24/06/2013,1
24/06/2013,25
24/06/2013,25
24/06/2013,25
24/06/2013,25
24/06/2013,1
24/06/2013,1
24/06/2013,1
24/06/2013,1
24/06/2013,2
24/06/2013,5
24/06/2013,500
24/06/2013,200
24/06/2013,1
24/06/2013,300
24/06/2013,10
25/06/2013,10
25/06/2013,10
25/06/2013,20
25/06/2013,10
25/06/2013,5
25/06/2013,3
25/06/2013,26
25/06/2013,4
25/06/2013,2
25/06/2013,25
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,50
25/06/2013,2
25/06/2013,50
25/06/2013,3
25/06/2013,1
25/06/2013,100
25/06/2013,10
25/06/2013,10
25/06/2013,5
25/06/2013,10
25/06/2013,250
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,50
25/06/2013,1
25/06/2013,1
25/06/2013,2
25/06/2013,1
25/06/2013,1
25/06/2013,5
25/06/2013,50
25/06/2013,5
25/06/2013,50
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,20
25/06/2013,10
25/06/2013,50
25/06/2013,1
25/06/2013,2
25/06/2013,1
25/06/2013,1
25/06/2013,5
25/06/2013,1
25/06/2013,1
25/06/2013,1
25/06/2013,25
25/06/2013,50
25/06/2013,1
25/06/2013,1
25/06/2013,3
25/06/2013,1
25/06/2013,2
25/06/2013,5
25/06/2013,16
26/06/2013,10
26/06/2013,4
26/06/2013,5
26/06/2013,3
26/06/2013,1
26/06/2013,9
26/06/2013,2
26/06/2013,1
26/06/2013,1
26/06/2013,1
26/06/2013,1
26/06/2013,5
26/06/2013,1
26/06/2013,1
26/06/2013,1
26/06/2013,10
26/06/2013,11
26/06/2013,12
26/06/2013,50
26/06/2013,3
26/06/2013,5
26/06/2013,50
26/06/2013,50
26/06/2013,3
26/06/2013,10
26/06/2013,20
26/06/2013,5
26/06/2013,1
26/06/2013,10
26/06/2013,5
26/06/2013,1
26/06/2013,75
26/06/2013,10
26/06/2013,10
26/06/2013,100
26/06/2013,1
26/06/2013,2
26/06/2013,2
26/06/2013,7
26/06/2013,25
26/06/2013,10
26/06/2013,25
26/06/2013,25
26/06/2013,1
26/06/2013,10
26/06/2013,-11
26/06/2013,25
26/06/2013,1
26/06/2013,25
26/06/2013,3
26/06/2013,1
26/06/2013,2
26/06/2013,2
26/06/2013,200
26/06/2013,1
26/06/2013,25
26/06/2013,1
26/06/2013,1
26/06/2013,1
26/06/2013,1
26/06/2013,3
26/06/2013,2
26/06/2013,2
26/06/2013,2
26/06/2013,3
26/06/2013,10
27/06/2013,2
27/06/2013,2
27/06/2013,1
27/06/2013,1
27/06/2013,3
27/06/2013,1
27/06/2013,5
27/06/2013,1
27/06/2013,1
27/06/2013,1
27/06/2013,5
27/06/2013,1
27/06/2013,4
27/06/2013,1
27/06/2013,5
27/06/2013,1
27/06/2013,16
27/06/2013,1
27/06/2013,10
27/06/2013,10
27/06/2013,10
27/06/2013,4
27/06/2013,2
27/06/2013,100
27/06/2013,3
27/06/2013,4
27/06/2013,50
27/06/2013,50
27/06/2013,1
27/06/2013,2
27/06/2013,1
27/06/2013,100
27/06/2013,1
27/06/2013,1
27/06/2013,1
27/06/2013,25
27/06/2013,3
27/06/2013,1
27/06/2013,2
27/06/2013,3
27/06/2013,1
27/06/2013,25
27/06/2013,25
27/06/2013,1
27/06/2013,2
27/06/2013,1
28/06/2013,10
28/06/2013,3
28/06/2013,2
28/06/2013,250
28/06/2013,2
28/06/2013,8
28/06/2013,1
28/06/2013,2
28/06/2013,3
28/06/2013,2
28/06/2013,3
28/06/2013,10
28/06/2013,4
28/06/2013,50
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,25
28/06/2013,6
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,10
28/06/2013,3
28/06/2013,3
28/06/2013,25
28/06/2013,1
28/06/2013,4
28/06/2013,5
28/06/2013,10
28/06/2013,20
28/06/2013,30
28/06/2013,16
28/06/2013,8
28/06/2013,40
28/06/2013,5
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,3
28/06/2013,5
28/06/2013,1
28/06/2013,4
28/06/2013,1
28/06/2013,2
28/06/2013,2
28/06/2013,25
28/06/2013,1
28/06/2013,25
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,2
28/06/2013,1
28/06/2013,25
28/06/2013,50
28/06/2013,6
28/06/2013,1
28/06/2013,25
28/06/2013,25
28/06/2013,5
28/06/2013,5
28/06/2013,10
28/06/2013,10
28/06/2013,1
28/06/2013,30
28/06/2013,50
28/06/2013,25
28/06/2013,1
28/06/2013,3
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,1
28/06/2013,25
28/06/2013,25
28/06/2013,1
28/06/2013,1
28/06/2013,25
28/06/2013,2
28/06/2013,5
28/06/2013,1
28/06/2013,18
01/07/2013,3
01/07/2013,2
01/07/2013,2
01/07/2013,20
01/07/2013,12
01/07/2013,25
01/07/2013,10
01/07/2013,1
01/07/2013,4
01/07/2013,1
01/07/2013,500
01/07/2013,7
01/07/2013,1
01/07/2013,1
01/07/2013,3
01/07/2013,1
01/07/2013,1
01/07/2013,20
01/07/2013,2
01/07/2013,20
01/07/2013,35
01/07/2013,25
01/07/2013,5
01/07/2013,1
01/07/2013,25
01/07/2013,20
01/07/2013,25
01/07/2013,25
01/07/2013,5
01/07/2013,1
01/07/2013,2
01/07/2013,3
01/07/2013,3
01/07/2013,3
01/07/2013,10
01/07/2013,10
01/07/2013,3
01/07/2013,3
01/07/2013,10
01/07/2013,3
01/07/2013,3
01/07/2013,3
01/07/2013,3
01/07/2013,100
01/07/2013,1
01/07/2013,5
01/07/2013,4
01/07/2013,2
01/07/2013,50
01/07/2013,3
01/07/2013,14
01/07/2013,1
01/07/2013,25
01/07/2013,3
01/07/2013,50
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,10
01/07/2013,10
01/07/2013,15
01/07/2013,1
01/07/2013,25
01/07/2013,50
01/07/2013,2
01/07/2013,2
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,25
01/07/2013,5
01/07/2013,5
01/07/2013,25
01/07/2013,25
01/07/2013,25
01/07/2013,25
01/07/2013,10
01/07/2013,5
01/07/2013,15
01/07/2013,5
01/07/2013,25
01/07/2013,25
01/07/2013,5
01/07/2013,1
01/07/2013,1
01/07/2013,1
01/07/2013,75
01/07/2013,5
01/07/2013,5
01/07/2013,5
01/07/2013,5
01/07/2013,10
01/07/2013,50
01/07/2013,10
01/07/2013,20
01/07/2013,10
01/07/2013,40
02/07/2013,1
02/07/2013,2
02/07/2013,8
02/07/2013,2
02/07/2013,1
02/07/2013,5
02/07/2013,1
02/07/2013,10
02/07/2013,10
02/07/2013,10
02/07/2013,10
02/07/2013,20
02/07/2013,2
02/07/2013,2
02/07/2013,8
02/07/2013,5
02/07/2013,5
02/07/2013,1
02/07/2013,5
02/07/2013,5
02/07/2013,3
02/07/2013,100
02/07/2013,4
02/07/2013,4
02/07/2013,8
02/07/2013,8
02/07/2013,10
02/07/2013,2
02/07/2013,25
02/07/2013,25
02/07/2013,10
02/07/2013,1
02/07/2013,1
02/07/2013,-8
02/07/2013,20
02/07/2013,10
02/07/2013,25
02/07/2013,25
02/07/2013,25
02/07/2013,5
02/07/2013,3
02/07/2013,4
02/07/2013,25
02/07/2013,25
02/07/2013,2
02/07/2013,2
02/07/2013,2
02/07/2013,1
02/07/2013,3
02/07/2013,25
02/07/2013,1
02/07/2013,1
02/07/2013,25
02/07/2013,25
02/07/2013,5
02/07/2013,5
02/07/2013,1
02/07/2013,5
02/07/2013,1
02/07/2013,3
02/07/2013,2
02/07/2013,10
02/07/2013,1
02/07/2013,1
02/07/2013,1
02/07/2013,5
02/07/2013,25
02/07/2013,25
02/07/2013,25
02/07/2013,50
02/07/2013,25
02/07/2013,25
03/07/2013,3
03/07/2013,10
03/07/2013,2
03/07/2013,1
03/07/2013,1
03/07/2013,4
03/07/2013,2
03/07/2013,1
03/07/2013,5
03/07/2013,1
03/07/2013,1
03/07/2013,15
03/07/2013,2
03/07/2013,1
03/07/2013,1
03/07/2013,1
03/07/2013,1
03/07/2013,25
03/07/2013,2
03/07/2013,1
03/07/2013,1
03/07/2013,1
03/07/2013,10
03/07/2013,10
03/07/2013,50
03/07/2013,50
03/07/2013,10
03/07/2013,5
03/07/2013,5
03/07/2013,10
03/07/2013,5
03/07/2013,1
03/07/2013,6
03/07/2013,6
03/07/2013,4
03/07/2013,9
03/07/2013,5
03/07/2013,3
03/07/2013,25
03/07/2013,1
03/07/2013,25
03/07/2013,25
03/07/2013,1
03/07/2013,25
03/07/2013,3
03/07/2013,2
03/07/2013,3
03/07/2013,50
03/07/2013,1
03/07/2013,2
03/07/2013,25
03/07/2013,15
03/07/2013,25
03/07/2013,1
03/07/2013,7
03/07/2013,50
03/07/2013,25
03/07/2013,1
04/07/2013,10
04/07/2013,16
04/07/2013,5
04/07/2013,15
04/07/2013,10
04/07/2013,2
04/07/2013,1
04/07/2013,1
04/07/2013,2
04/07/2013,5
04/07/2013,8
04/07/2013,250
04/07/2013,4
04/07/2013,10
04/07/2013,1
04/07/2013,3
04/07/2013,1
04/07/2013,3
04/07/2013,25
04/07/2013,5
04/07/2013,1
04/07/2013,5
04/07/2013,10
04/07/2013,3
04/07/2013,5
04/07/2013,50
04/07/2013,10
04/07/2013,50
04/07/2013,1
04/07/2013,1
04/07/2013,2
04/07/2013,6
04/07/2013,25
04/07/2013,3
04/07/2013,1
04/07/2013,1
04/07/2013,1
04/07/2013,1
04/07/2013,1
04/07/2013,1
04/07/2013,2
04/07/2013,1
04/07/2013,1
04/07/2013,3
04/07/2013,1
04/07/2013,3
04/07/2013,3
04/07/2013,2
04/07/2013,1
04/07/2013,3
04/07/2013,1
04/07/2013,25
04/07/2013,25
04/07/2013,55
04/07/2013,5
04/07/2013,5
04/07/2013,1
04/07/2013,5
04/07/2013,11
04/07/2013,25
04/07/2013,1
04/07/2013,10
04/07/2013,50
05/07/2013,1
05/07/2013,1
05/07/2013,2
05/07/2013,6
05/07/2013,1
05/07/2013,25
05/07/2013,2
05/07/2013,1
05/07/2013,1
05/07/2013,2
05/07/2013,7
05/07/2013,10
05/07/2013,20
05/07/2013,2
05/07/2013,1
05/07/2013,2
05/07/2013,1
05/07/2013,1
05/07/2013,1
05/07/2013,5
05/07/2013,3
05/07/2013,3
05/07/2013,1
05/07/2013,10
05/07/2013,8
05/07/2013,10
05/07/2013,2
05/07/2013,5
05/07/2013,2
05/07/2013,1
05/07/2013,1
05/07/2013,1
05/07/2013,1
05/07/2013,2
05/07/2013,25
05/07/2013,2
05/07/2013,5
05/07/2013,1
05/07/2013,1
05/07/2013,50
05/07/2013,10
05/07/2013,2
05/07/2013,4
05/07/2013,50
05/07/2013,25
05/07/2013,75
05/07/2013,1
05/07/2013,4
05/07/2013,5
05/07/2013,5
05/07/2013,5
05/07/2013,5
05/07/2013,25
05/07/2013,1
05/07/2013,3
05/07/2013,3
05/07/2013,10
05/07/2013,25
05/07/2013,1
05/07/2013,1
05/07/2013,10
05/07/2013,1
05/07/2013,14
05/07/2013,50
05/07/2013,2
05/07/2013,5
05/07/2013,3
05/07/2013,1
05/07/2013,2
05/07/2013,2
05/07/2013,55
05/07/2013,145
05/07/2013,25
05/07/2013,25
05/07/2013,1
05/07/2013,20
05/07/2013,1
05/07/2013,300
05/07/2013,1
08/07/2013,3
08/07/2013,12
08/07/2013,3
08/07/2013,16
08/07/2013,1
08/07/2013,1
08/07/2013,5
08/07/2013,1
08/07/2013,3
08/07/2013,2
08/07/2013,6
08/07/2013,2
08/07/2013,5
08/07/2013,5
08/07/2013,1
08/07/2013,10
08/07/2013,25
08/07/2013,25
08/07/2013,25
08/07/2013,1
08/07/2013,7
08/07/2013,2
08/07/2013,10
08/07/2013,10
08/07/2013,50
08/07/2013,5
08/07/2013,3
08/07/2013,50
08/07/2013,10
08/07/2013,2
08/07/2013,5
08/07/2013,1
08/07/2013,1
08/07/2013,1
08/07/2013,2
08/07/2013,25
08/07/2013,25
08/07/2013,25
08/07/2013,25
08/07/2013,10
08/07/2013,10
08/07/2013,20
08/07/2013,20
08/07/2013,20
08/07/2013,10
08/07/2013,1
08/07/2013,1
08/07/2013,100
08/07/2013,50
08/07/2013,50
08/07/2013,10
08/07/2013,3
08/07/2013,1
08/07/2013,1
08/07/2013,175
08/07/2013,1
08/07/2013,1
08/07/2013,1
08/07/2013,1
08/07/2013,1
08/07/2013,25
08/07/2013,25
08/07/2013,2
08/07/2013,2
08/07/2013,25
08/07/2013,5
08/07/2013,1
09/07/2013,3
09/07/2013,3
09/07/2013,1
09/07/2013,1
09/07/2013,10
09/07/2013,10
09/07/2013,5
09/07/2013,18
09/07/2013,500
09/07/2013,1
09/07/2013,2
09/07/2013,1
09/07/2013,1
09/07/2013,1
09/07/2013,10
09/07/2013,16
09/07/2013,3
09/07/2013,3
09/07/2013,50
09/07/2013,50
09/07/2013,10
09/07/2013,10
09/07/2013,10
09/07/2013,10
09/07/2013,1
09/07/2013,3
09/07/2013,3
09/07/2013,300
09/07/2013,2
09/07/2013,2
09/07/2013,1
09/07/2013,10
09/07/2013,50
09/07/2013,8
09/07/2013,25
09/07/2013,1
09/07/2013,1
09/07/2013,5
09/07/2013,4
09/07/2013,250
09/07/2013,8
09/07/2013,1
09/07/2013,25
09/07/2013,250
09/07/2013,1
09/07/2013,25
09/07/2013,1
09/07/2013,1
09/07/2013,1
09/07/2013,25
09/07/2013,2
09/07/2013,2
09/07/2013,5
09/07/2013,1
09/07/2013,10
09/07/2013,1
09/07/2013,1
09/07/2013,1
09/07/2013,1
09/07/2013,1
09/07/2013,25
09/07/2013,5
09/07/2013,5
09/07/2013,1
09/07/2013,1
09/07/2013,25
09/07/2013,25
09/07/2013,1
09/07/2013,50
09/07/2013,1
10/07/2013,1
10/07/2013,33
10/07/2013,5
10/07/2013,2
10/07/2013,8
10/07/2013,2
10/07/2013,1
10/07/2013,2
10/07/2013,10
10/07/2013,1
10/07/2013,4
10/07/2013,10
10/07/2013,25
10/07/2013,75
10/07/2013,1
10/07/2013,4
10/07/2013,25
10/07/2013,2
10/07/2013,1
10/07/2013,160
10/07/2013,40
10/07/2013,100
10/07/2013,96
10/07/2013,4
10/07/2013,50
10/07/2013,50
10/07/2013,5
10/07/2013,50
10/07/2013,5
10/07/2013,1
10/07/2013,2
10/07/2013,3
10/07/2013,5
10/07/2013,5
10/07/2013,100
10/07/2013,125
10/07/2013,10
10/07/2013,25
10/07/2013,1
10/07/2013,25
10/07/2013,10
10/07/2013,25
10/07/2013,50
10/07/2013,1
10/07/2013,25
10/07/2013,100
10/07/2013,25
10/07/2013,50
10/07/2013,25
10/07/2013,2
10/07/2013,1
10/07/2013,3
10/07/2013,1
10/07/2013,2
10/07/2013,1
10/07/2013,2
10/07/2013,50
10/07/2013,25
10/07/2013,1
10/07/2013,1
10/07/2013,25
10/07/2013,25
10/07/2013,5
10/07/2013,5
10/07/2013,1
10/07/2013,5
10/07/2013,1
10/07/2013,1
10/07/2013,1
10/07/2013,1
10/07/2013,2
10/07/2013,25
10/07/2013,25
10/07/2013,10
10/07/2013,10
10/07/2013,1
10/07/2013,4
10/07/2013,2
10/07/2013,1
10/07/2013,3
10/07/2013,1
10/07/2013,50
11/07/2013,20
11/07/2013,1
11/07/2013,1
11/07/2013,5
11/07/2013,5
11/07/2013,1
11/07/2013,1
11/07/2013,1
11/07/2013,2
11/07/2013,3
11/07/2013,3
11/07/2013,1
11/07/2013,3
11/07/2013,50
11/07/2013,10
11/07/2013,3
11/07/2013,5
11/07/2013,14
11/07/2013,100
11/07/2013,30
11/07/2013,10
11/07/2013,50
11/07/2013,100
11/07/2013,4
11/07/2013,2
11/07/2013,1
11/07/2013,1
11/07/2013,100
11/07/2013,50
11/07/2013,1
11/07/2013,1
11/07/2013,1
11/07/2013,1
11/07/2013,0
11/07/2013,2
11/07/2013,5
11/07/2013,1
11/07/2013,1
11/07/2013,1
11/07/2013,6
11/07/2013,50
11/07/2013,1
11/07/2013,25
11/07/2013,1
11/07/2013,2
11/07/2013,1
11/07/2013,3
11/07/2013,2
11/07/2013,5
11/07/2013,2
11/07/2013,1
11/07/2013,1
11/07/2013,1
11/07/2013,4
11/07/2013,1
11/07/2013,3
